InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Year,Month,Day
556887,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-06-15 12:36:00,1.25,14606,United Kingdom,15.0,2011,6,15
C554864,22962,JAM JAR WITH PINK LID,-4,2011-05-27 10:36:00,0.85,15122,United Kingdom,-3.4,2011,5,27
545894,21564,PINK  HEART SHAPE LOVE BUCKET ,2,2011-03-07 17:04:00,2.95,16242,United Kingdom,5.9,2011,3,7
564850,22158,3 HEARTS HANGING DECORATION RUSTIC,3,2011-08-30 16:43:00,2.95,17298,United Kingdom,8.850000000000001,2011,8,30
565208,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-09-01 16:50:00,2.95,18172,United Kingdom,35.400000000000006,2011,9,1
579524,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,24,2011-11-30 08:17:00,0.79,16295,United Kingdom,18.96,2011,11,30
567528,23299,FOOD COVER WITH BEADS SET 2 ,6,2011-09-21 09:18:00,3.75,14356,United Kingdom,22.5,2011,9,21
568715,16169K,WRAP FOLK ART,25,2011-09-28 16:07:00,0.42,17783,United Kingdom,10.5,2011,9,28
569228,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,2011-10-02 14:47:00,4.65,15547,United Kingdom,4.65,2011,10,2
580720,22791,T-LIGHT GLASS FLUTED ANTIQUE,2,2011-12-05 16:55:00,1.25,14629,United Kingdom,2.5,2011,12,5
541110,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2011-01-13 15:11:00,5.95,15916,United Kingdom,17.85,2011,1,13
543996,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-02-15 10:46:00,1.49,15811,United Kingdom,17.88,2011,2,15
545587,22966,GINGERBREAD MAN COOKIE CUTTER,2,2011-03-04 09:46:00,1.25,14796,United Kingdom,2.5,2011,3,4
552537,85059,FRENCH ENAMEL WATER BASIN,2,2011-05-10 10:11:00,3.75,17315,United Kingdom,7.5,2011,5,10
555473,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-06-03 11:59:00,0.85,14700,United Kingdom,8.5,2011,6,3
544450,21469,POLKA DOT RAFFIA FOOD COVER,4,2011-02-20 12:23:00,3.75,17811,United Kingdom,15.0,2011,2,20
C578363,23355,HOT WATER BOTTLE KEEP CALM,-24,2011-11-24 10:40:00,4.15,15482,United Kingdom,-99.60000000000001,2011,11,24
551662,21174,POTTERING IN THE SHED METAL SIGN,12,2011-05-03 12:24:00,2.08,16210,United Kingdom,24.96,2011,5,3
568788,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-09-29 09:23:00,4.95,17894,United Kingdom,9.9,2011,9,29
543484,22492,MINI PAINT SET VINTAGE ,36,2011-02-09 10:11:00,0.65,12721,France,23.400000000000002,2011,2,9
544459,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,4,2011-02-20 13:52:00,2.95,17838,United Kingdom,11.8,2011,2,20
536863,22382,LUNCH BAG SPACEBOY DESIGN ,1,2010-12-03 11:19:00,1.65,17967,United Kingdom,1.65,2010,12,3
545819,82583,HOT BATHS METAL SIGN,4,2011-03-07 12:31:00,2.1,16356,United Kingdom,8.4,2011,3,7
C543290,22617,BAKING SET SPACEBOY DESIGN,-2,2011-02-07 10:44:00,4.95,16686,United Kingdom,-9.9,2011,2,7
546252,22469,HEART OF WICKER SMALL,12,2011-03-10 14:42:00,1.65,14930,Channel Islands,19.799999999999997,2011,3,10
577545,22867,HAND WARMER BIRD DESIGN,3,2011-11-20 14:43:00,2.1,16931,United Kingdom,6.300000000000001,2011,11,20
540121,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",12,2011-01-05 10:35:00,0.85,16145,United Kingdom,10.2,2011,1,5
563925,84754,S/15 SILVER GLASS BAUBLES IN BAG,2,2011-08-21 14:42:00,1.25,13610,United Kingdom,2.5,2011,8,21
553224,21156,RETROSPOT CHILDRENS APRON,2,2011-05-16 10:40:00,1.95,17228,United Kingdom,3.9,2011,5,16
564856,84050,PINK HEART SHAPE EGG FRYING PAN,12,2011-08-31 09:11:00,1.65,12477,Germany,19.799999999999997,2011,8,31
572284,22029,SPACEBOY BIRTHDAY CARD,12,2011-10-23 12:08:00,0.42,16744,United Kingdom,5.04,2011,10,23
552307,20752,BLUE POLKADOT WASHING UP GLOVES,3,2011-05-08 15:20:00,2.1,12748,United Kingdom,6.300000000000001,2011,5,8
548404,21933,PINK VINTAGE PAISLEY PICNIC BAG,5,2011-03-31 09:38:00,2.95,16398,United Kingdom,14.75,2011,3,31
553179,21912,VINTAGE SNAKES & LADDERS,1,2011-05-15 11:30:00,3.75,15440,United Kingdom,3.75,2011,5,15
563571,21931,JUMBO STORAGE BAG SUKI,1,2011-08-17 14:58:00,2.08,15541,United Kingdom,2.08,2011,8,17
577782,23204,CHARLOTTE BAG APPLES DESIGN,2,2011-11-21 16:17:00,0.85,16549,United Kingdom,1.7,2011,11,21
579470,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,2011-11-29 15:06:00,1.65,16549,United Kingdom,19.799999999999997,2011,11,29
570720,22867,HAND WARMER BIRD DESIGN,12,2011-10-12 10:50:00,2.1,17934,United Kingdom,25.200000000000003,2011,10,12
567656,22759,SET OF 3 NOTEBOOKS IN PARCEL,8,2011-09-21 14:40:00,3.29,14096,United Kingdom,26.32,2011,9,21
563571,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,3,2011-08-17 14:58:00,2.95,15541,United Kingdom,8.850000000000001,2011,8,17
580278,23355,HOT WATER BOTTLE KEEP CALM,1,2011-12-02 13:11:00,4.95,13560,United Kingdom,4.95,2011,12,2
546417,22970,LONDON BUS COFFEE MUG,6,2011-03-13 10:48:00,2.55,14800,United Kingdom,15.299999999999999,2011,3,13
558771,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,2011-07-03 15:53:00,0.65,17105,United Kingdom,5.2,2011,7,3
568655,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-28 12:20:00,4.95,17611,United Kingdom,19.8,2011,9,28
C568157,22383,LUNCH BAG SUKI DESIGN ,-1,2011-09-25 12:18:00,1.65,14367,United Kingdom,-1.65,2011,9,25
574741,20754,RETROSPOT RED WASHING UP GLOVES,1,2011-11-06 16:13:00,2.1,15993,United Kingdom,2.1,2011,11,6
555406,23093,SMALL PARISIENNE HEART PHOTO FRAME ,2,2011-06-02 19:50:00,2.49,17231,United Kingdom,4.98,2011,6,2
571283,85053,FRENCH ENAMEL CANDLEHOLDER,2,2011-10-16 13:51:00,2.1,16533,United Kingdom,4.2,2011,10,16
572772,35970,ZINC FOLKART SLEIGH BELLS,72,2011-10-26 10:29:00,1.49,17511,United Kingdom,107.28,2011,10,26
574710,22311,OFFICE MUG WARMER BLACK+SILVER ,4,2011-11-06 14:17:00,2.95,15427,United Kingdom,11.8,2011,11,6
562767,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-08-09 10:47:00,4.65,13769,United Kingdom,18.6,2011,8,9
572314,22481,BLACK TEA TOWEL CLASSIC DESIGN,2,2011-10-23 15:59:00,1.25,17111,United Kingdom,2.5,2011,10,23
556009,23078,ICE CREAM PEN LIP GLOSS ,24,2011-06-08 11:37:00,1.25,18221,United Kingdom,30.0,2011,6,8
559519,22662,LUNCH BAG DOLLY GIRL DESIGN,150,2011-07-08 16:17:00,1.45,17353,United Kingdom,217.5,2011,7,8
560833,22586,FELTCRAFT HAIRBAND PINK AND BLUE,2,2011-07-21 12:14:00,0.85,16891,United Kingdom,1.7,2011,7,21
560716,23010,CIRCUS PARADE BABY GIFT SET,2,2011-07-20 13:26:00,16.95,17675,United Kingdom,33.9,2011,7,20
569533,23322,LARGE WHITE HEART OF WICKER,1,2011-10-04 15:21:00,2.95,16374,United Kingdom,2.95,2011,10,4
566580,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-09-13 13:46:00,2.08,12822,United Kingdom,20.8,2011,9,13
565415,23546,WRAP PAISLEY PARK ,25,2011-09-04 12:00:00,0.42,14067,United Kingdom,10.5,2011,9,4
551274,22759,SET OF 3 NOTEBOOKS IN PARCEL,24,2011-04-27 12:57:00,1.65,14235,United Kingdom,39.599999999999994,2011,4,27
538069,22944,CHRISTMAS METAL POSTCARD WITH BELLS,6,2010-12-09 14:08:00,1.25,16795,United Kingdom,7.5,2010,12,9
541593,85169B,BLACK LOVE BIRD CANDLE,2,2011-01-19 15:20:00,1.25,17611,United Kingdom,2.5,2011,1,19
C545677,M,Manual,-1,2011-03-06 10:48:00,12.75,14543,United Kingdom,-12.75,2011,3,6
562574,23091,ZINC HERB GARDEN CONTAINER,1,2011-08-07 12:42:00,6.25,14903,United Kingdom,6.25,2011,8,7
553182,22041,"RECORD FRAME 7"" SINGLE SIZE ",2,2011-05-15 12:21:00,2.55,17107,United Kingdom,5.1,2011,5,15
545020,22938,CUPCAKE LACE PAPER SET 6,12,2011-02-25 14:03:00,1.95,13792,United Kingdom,23.4,2011,2,25
579152,21882,SKULLS TAPE,12,2011-11-28 13:26:00,0.65,12479,Germany,7.800000000000001,2011,11,28
568346,23222,CHRISTMAS TREE HANGING GOLD,1,2011-09-26 15:28:00,1.63,14096,United Kingdom,1.63,2011,9,26
575693,21811,HANGING HEART WITH BELL,48,2011-11-10 16:36:00,0.39,16979,United Kingdom,18.72,2011,11,10
573348,84946,ANTIQUE SILVER T-LIGHT GLASS,6,2011-10-30 12:27:00,1.25,14487,United Kingdom,7.5,2011,10,30
557414,22418,10 COLOUR SPACEBOY PEN,24,2011-06-20 11:42:00,0.85,15840,United Kingdom,20.4,2011,6,20
559884,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,24,2011-07-13 11:34:00,0.29,16843,United Kingdom,6.959999999999999,2011,7,13
552321,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-05-09 09:15:00,2.55,17049,United Kingdom,15.299999999999999,2011,5,9
540644,21876,POTTERING MUG,12,2011-01-10 14:16:00,1.25,16303,United Kingdom,15.0,2011,1,10
546774,22292,HANGING CHICK  YELLOW DECORATION,2,2011-03-16 15:45:00,1.45,14505,United Kingdom,2.9,2011,3,16
545410,21498,RED RETROSPOT WRAP ,25,2011-03-02 12:18:00,0.42,16670,United Kingdom,10.5,2011,3,2
562460,21927,BLUE/CREAM STRIPE CUSHION COVER ,1,2011-08-05 11:19:00,1.25,17841,United Kingdom,1.25,2011,8,5
577845,23230,WRAP ALPHABET DESIGN,50,2011-11-22 10:44:00,0.42,18139,United Kingdom,21.0,2011,11,22
556910,23077,DOUGHNUT LIP GLOSS ,20,2011-06-15 13:25:00,1.25,12748,United Kingdom,25.0,2011,6,15
548654,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-04-01 13:47:00,0.85,12569,Germany,10.2,2011,4,1
574994,21373,MIRRORED WALL ART SNOWFLAKES,1,2011-11-08 11:03:00,0.75,17870,United Kingdom,0.75,2011,11,8
574740,22511,RETROSPOT BABUSHKA DOORSTOP,12,2011-11-06 16:07:00,3.75,12357,Switzerland,45.0,2011,11,6
538652,21331,MOROCCAN BEATEN METAL DISH LARGE,2,2010-12-13 15:12:00,12.75,17890,United Kingdom,25.5,2010,12,13
544193,22846,BREAD BIN DINER STYLE RED ,1,2011-02-17 08:23:00,16.95,12431,Belgium,16.95,2011,2,17
562339,22197,POPCORN HOLDER,8,2011-08-04 11:59:00,0.85,13571,United Kingdom,6.8,2011,8,4
551191,22084,PAPER CHAIN KIT EMPIRE,320,2011-04-27 10:52:00,2.55,16698,United Kingdom,816.0,2011,4,27
579470,23345, DOLLY GIRL BEAKER,2,2011-11-29 15:06:00,1.25,16549,United Kingdom,2.5,2011,11,29
545663,17084P,DRAGONS BLOOD INCENSE,25,2011-03-04 14:52:00,0.21,13491,United Kingdom,5.25,2011,3,4
552296,22951,60 CAKE CASES DOLLY GIRL DESIGN,4,2011-05-08 14:09:00,0.55,15518,United Kingdom,2.2,2011,5,8
579144,22549,PICTURE DOMINOES,12,2011-11-28 13:11:00,1.45,13269,United Kingdom,17.4,2011,11,28
575668,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-10 14:59:00,2.08,18283,United Kingdom,2.08,2011,11,10
545445,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-03-02 16:26:00,1.25,17738,United Kingdom,15.0,2011,3,2
562220,84821,DANISH ROSE DELUXE COASTER,24,2011-08-03 14:19:00,0.85,15150,United Kingdom,20.4,2011,8,3
569252,23020,GLASS SONGBIRD STORAGE JAR,2,2011-10-03 10:38:00,12.5,14333,United Kingdom,25.0,2011,10,3
578541,23025,DRAWER KNOB VINTAGE GLASS BALL,6,2011-11-24 15:01:00,2.08,14277,France,12.48,2011,11,24
575187,21500,PINK POLKADOT WRAP ,25,2011-11-09 09:06:00,0.42,16759,United Kingdom,10.5,2011,11,9
545996,21843,RED RETROSPOT CAKE STAND,2,2011-03-08 14:12:00,10.95,14367,United Kingdom,21.9,2011,3,8
548952,47566,PARTY BUNTING,2,2011-04-05 10:46:00,4.95,15572,United Kingdom,9.9,2011,4,5
567304,23398,HANGING HEART BONHEUR,1,2011-09-19 13:27:00,0.85,14704,United Kingdom,0.85,2011,9,19
569524,23171,REGENCY TEA PLATE GREEN ,2,2011-10-04 14:42:00,1.65,14506,United Kingdom,3.3,2011,10,4
576592,84375,SET OF 20 KIDS COOKIE CUTTERS,2,2011-11-15 14:47:00,2.1,13614,United Kingdom,4.2,2011,11,15
575880,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-11-11 13:35:00,2.1,12726,France,12.600000000000001,2011,11,11
558611,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-30 15:35:00,2.95,16475,United Kingdom,17.700000000000003,2011,6,30
581168,72800B, 4 PURPLE FLOCK DINNER CANDLES,12,2011-12-07 14:52:00,0.79,16779,United Kingdom,9.48,2011,12,7
577769,23206,LUNCH BAG APPLE DESIGN,10,2011-11-21 15:27:00,1.65,16379,United Kingdom,16.5,2011,11,21
545053,22251,BIRDHOUSE DECORATION MAGIC GARDEN,2,2011-02-27 12:41:00,1.25,17516,United Kingdom,2.5,2011,2,27
575959,23344,JUMBO BAG 50'S CHRISTMAS ,3,2011-11-13 12:27:00,2.08,14547,United Kingdom,6.24,2011,11,13
553151,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,10,2011-05-13 14:53:00,2.55,13089,United Kingdom,25.5,2011,5,13
C557405,23236,DOILEY STORAGE TIN,-1,2011-06-20 11:28:00,2.89,12708,Germany,-2.89,2011,6,20
565067,22616,PACK OF 12 LONDON TISSUES ,12,2011-08-31 17:16:00,0.29,15856,United Kingdom,3.4799999999999995,2011,8,31
547005,22045,SPACEBOY GIFT WRAP,25,2011-03-18 14:20:00,0.42,12474,Germany,10.5,2011,3,18
562608,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-08-08 11:45:00,3.75,15502,United Kingdom,15.0,2011,8,8
560635,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,2011-07-20 10:51:00,1.65,12521,Germany,9.899999999999999,2011,7,20
559902,84836,ZINC METAL HEART DECORATION,2,2011-07-13 13:14:00,1.25,14502,United Kingdom,2.5,2011,7,13
575955,22338,STAR DECORATION PAINTED ZINC ,6,2011-11-13 12:05:00,0.19,14044,United Kingdom,1.1400000000000001,2011,11,13
545060,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-02-27 13:47:00,4.15,15547,United Kingdom,33.2,2011,2,27
575086,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,2011-11-08 13:52:00,1.65,16618,United Kingdom,16.5,2011,11,8
567099,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,3,2011-09-16 13:31:00,1.25,15311,United Kingdom,3.75,2011,9,16
567074,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,10,2011-09-16 12:22:00,0.39,17068,United Kingdom,3.9000000000000004,2011,9,16
538855,22473,TV DINNER TRAY VINTAGE PAISLEY,8,2010-12-14 13:50:00,1.95,16503,United Kingdom,15.6,2010,12,14
538069,21192,WHITE BELL HONEYCOMB PAPER ,2,2010-12-09 14:08:00,1.65,16795,United Kingdom,3.3,2010,12,9
557472,21033,JUMBO BAG CHARLIE AND LOLA TOYS,10,2011-06-20 13:27:00,2.08,12432,Norway,20.8,2011,6,20
577748,22041,"RECORD FRAME 7"" SINGLE SIZE ",18,2011-11-21 14:24:00,2.55,15159,United Kingdom,45.9,2011,11,21
563203,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,2011-08-14 11:31:00,7.65,16525,United Kingdom,61.2,2011,8,14
537598,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2010-12-07 12:37:00,3.75,14135,United Kingdom,15.0,2010,12,7
578811,22580,ADVENT CALENDAR GINGHAM SACK,24,2011-11-25 13:28:00,5.95,12438,Norway,142.8,2011,11,25
570427,48187,DOORMAT NEW ENGLAND,2,2011-10-10 13:56:00,8.25,17462,United Kingdom,16.5,2011,10,10
580399,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-12-04 11:45:00,3.75,13471,United Kingdom,3.75,2011,12,4
560366,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2011-07-18 12:19:00,1.25,16859,United Kingdom,15.0,2011,7,18
578151,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-11-23 11:18:00,1.65,16020,United Kingdom,19.799999999999997,2011,11,23
563913,85099B,JUMBO BAG RED RETROSPOT,20,2011-08-21 13:11:00,2.08,14911,EIRE,41.6,2011,8,21
575007,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-08 11:20:00,12.75,14140,United Kingdom,12.75,2011,11,8
544315,21094,SET/6 RED SPOTTY PAPER PLATES,2,2011-02-17 14:42:00,0.85,12748,United Kingdom,1.7,2011,2,17
550284,POST,POSTAGE,1,2011-04-15 14:10:00,15.0,12383,Belgium,15.0,2011,4,15
581001,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-12-07 08:07:00,2.95,12583,France,35.400000000000006,2011,12,7
574707,22865,HAND WARMER OWL DESIGN,3,2011-11-06 14:08:00,2.1,17107,United Kingdom,6.300000000000001,2011,11,6
576910,22511,RETROSPOT BABUSHKA DOORSTOP,4,2011-11-17 09:51:00,3.75,12477,Germany,15.0,2011,11,17
577298,23043,PAPER LANTERN 9 POINT HOLLY STAR L,12,2011-11-18 12:49:00,6.25,14299,United Kingdom,75.0,2011,11,18
580903,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2011-12-06 12:56:00,0.42,14606,United Kingdom,0.42,2011,12,6
562204,90209B,GREEN ENAMEL+GLASS HAIR COMB,1,2011-08-03 12:54:00,2.1,16324,United Kingdom,2.1,2011,8,3
577485,23196,VINTAGE LEAF MAGNETIC NOTEPAD,1,2011-11-20 11:56:00,1.45,16360,United Kingdom,1.45,2011,11,20
552468,22384,LUNCH BAG PINK POLKADOT,10,2011-05-09 15:33:00,1.65,13141,United Kingdom,16.5,2011,5,9
558767,23019,SMALL APOTHECARY MEASURING JAR ,2,2011-07-03 13:27:00,8.25,13833,United Kingdom,16.5,2011,7,3
542470,22961,JAM MAKING SET PRINTED,12,2011-01-28 11:27:00,1.45,14133,United Kingdom,17.4,2011,1,28
579134,15036,ASSORTED COLOURS SILK FAN,12,2011-11-28 12:38:00,0.83,13115,United Kingdom,9.959999999999999,2011,11,28
538510,48173C,DOORMAT BLACK FLOCK ,1,2010-12-12 13:47:00,7.95,18004,United Kingdom,7.95,2010,12,12
544087,22273,FELTCRAFT DOLL MOLLY,2,2011-02-15 17:02:00,2.95,17530,United Kingdom,5.9,2011,2,15
554630,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,8,2011-05-25 11:34:00,0.42,13268,United Kingdom,3.36,2011,5,25
579260,22464,HANGING METAL HEART LANTERN,48,2011-11-29 08:41:00,1.45,14618,United Kingdom,69.6,2011,11,29
554818,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,2011-05-26 14:09:00,1.06,13199,United Kingdom,76.32000000000001,2011,5,26
577951,23157,SET OF 6 NATIVITY MAGNETS ,6,2011-11-22 12:09:00,2.08,17238,United Kingdom,12.48,2011,11,22
557287,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-06-19 12:47:00,8.5,18109,United Kingdom,17.0,2011,6,19
580318,23428,IVORY RETRO KITCHEN WALL CLOCK,2,2011-12-02 15:39:00,8.15,17686,United Kingdom,16.3,2011,12,2
553522,22470,HEART OF WICKER LARGE,2,2011-05-17 14:43:00,2.95,15005,United Kingdom,5.9,2011,5,17
551342,22515,CHILDS GARDEN SPADE PINK,6,2011-04-28 08:34:00,2.1,16099,United Kingdom,12.600000000000001,2011,4,28
563382,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-08-16 10:50:00,0.42,18221,United Kingdom,10.08,2011,8,16
543300,84638,SMALL KITCHEN FLOWER POTS PLAQUE,1,2011-02-07 11:42:00,6.95,13334,United Kingdom,6.95,2011,2,7
569555,23338,EGG FRYING PAN RED ,6,2011-10-05 08:17:00,2.08,17728,United Kingdom,12.48,2011,10,5
543283,48116,DOORMAT MULTICOLOUR STRIPE,2,2011-02-07 09:15:00,7.95,15781,United Kingdom,15.9,2011,2,7
556797,23014,GLASS APOTHECARY BOTTLE ELIXIR,4,2011-06-14 14:49:00,3.95,17101,United Kingdom,15.8,2011,6,14
567076,21158,MOODY GIRL DOOR HANGER ,24,2011-09-16 12:27:00,0.39,15505,United Kingdom,9.36,2011,9,16
578250,22107,PIZZA PLATE IN BOX,1,2011-11-23 12:43:00,3.75,15901,United Kingdom,3.75,2011,11,23
541289,15044A,PINK PAPER PARASOL ,1,2011-01-17 13:23:00,2.95,14606,United Kingdom,2.95,2011,1,17
562377,22794,SWEETHEART WIRE MAGAZINE RACK,1,2011-08-04 15:04:00,7.95,14535,United Kingdom,7.95,2011,8,4
574710,23403,LETTER HOLDER HOME SWEET HOME,2,2011-11-06 14:17:00,3.75,15427,United Kingdom,7.5,2011,11,6
541239,21986,PACK OF 12 PINK POLKADOT TISSUES,60,2011-01-16 10:56:00,0.29,16401,United Kingdom,17.4,2011,1,16
536849,22727,ALARM CLOCK BAKELIKE RED ,48,2010-12-03 09:45:00,3.75,17396,United Kingdom,180.0,2010,12,3
573576,21903,MAN FLU METAL SIGN,5,2011-10-31 14:09:00,4.13,14096,United Kingdom,20.65,2011,10,31
553997,20725,LUNCH BAG RED RETROSPOT,50,2011-05-20 11:34:00,1.65,12656,France,82.5,2011,5,20
579551,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,36,2011-11-30 10:49:00,2.95,15782,United Kingdom,106.2,2011,11,30
573901,23035,DRAWER KNOB CERAMIC IVORY,6,2011-11-01 14:49:00,1.45,14191,United Kingdom,8.7,2011,11,1
575959,21804,WHITE CHRISTMAS GARLAND STARS TREES,4,2011-11-13 12:27:00,3.75,14547,United Kingdom,15.0,2011,11,13
572810,23521,WALL ART CAT AND BIRD ,6,2011-10-26 11:08:00,2.89,13644,United Kingdom,17.34,2011,10,26
C565848,22659,LUNCH BOX I LOVE LONDON,-1,2011-09-07 12:48:00,1.95,14606,United Kingdom,-1.95,2011,9,7
559510,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-07-08 15:29:00,0.55,14961,United Kingdom,13.200000000000001,2011,7,8
564174,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-08-23 14:25:00,2.08,14191,United Kingdom,20.8,2011,8,23
543802,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-02-13 12:03:00,0.95,13742,United Kingdom,0.95,2011,2,13
580892,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-12-06 12:30:00,1.06,13199,United Kingdom,76.32000000000001,2011,12,6
569220,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-10-02 13:26:00,4.25,16007,United Kingdom,4.25,2011,10,2
537362,22418,10 COLOUR SPACEBOY PEN,48,2010-12-06 12:34:00,0.85,17596,United Kingdom,40.8,2010,12,6
577938,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-11-22 12:07:00,1.25,15525,United Kingdom,1.25,2011,11,22
559457,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-07-08 12:50:00,2.1,14918,United Kingdom,12.600000000000001,2011,7,8
555077,21745,GAOLERS KEYS DECORATIVE GARDEN ,2,2011-05-31 12:42:00,3.75,17975,United Kingdom,7.5,2011,5,31
549121,22084,PAPER CHAIN KIT EMPIRE,6,2011-04-06 13:33:00,2.95,17140,United Kingdom,17.700000000000003,2011,4,6
544460,85146,JARDIN ETCHED GLASS SMALL BELL JAR,1,2011-02-20 14:01:00,5.95,16931,United Kingdom,5.95,2011,2,20
557635,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-06-21 15:27:00,1.45,12748,United Kingdom,5.8,2011,6,21
570019,84519B,CARROT CHARLIE+LOLA COASTER SET,1,2011-10-07 10:13:00,1.25,17841,United Kingdom,1.25,2011,10,7
555247,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-06-01 14:42:00,1.25,14315,United Kingdom,30.0,2011,6,1
566076,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-09-09 09:13:00,3.75,12449,Belgium,15.0,2011,9,9
536557,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,1,2010-12-01 14:41:00,1.25,17841,United Kingdom,1.25,2010,12,1
565198,84927F,PSYCHEDELIC TILE HOOK,6,2011-09-01 16:18:00,0.39,16729,United Kingdom,2.34,2011,9,1
543188,21156,RETROSPOT CHILDRENS APRON,8,2011-02-04 11:45:00,1.95,12567,France,15.6,2011,2,4
541848,21789,KIDS RAIN MAC PINK,2,2011-01-23 13:31:00,0.85,17611,United Kingdom,1.7,2011,1,23
580937,22723,SET OF 6 HERB TINS SKETCHBOOK,12,2011-12-06 14:13:00,1.25,16143,United Kingdom,15.0,2011,12,6
540269,22727,ALARM CLOCK BAKELIKE RED ,8,2011-01-06 11:39:00,3.75,14135,United Kingdom,30.0,2011,1,6
569766,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-10-06 11:24:00,0.55,14849,United Kingdom,13.200000000000001,2011,10,6
536408,22813,PACK 3 BOXES BIRD PANNETONE ,12,2010-12-01 11:41:00,1.95,14307,United Kingdom,23.4,2010,12,1
539036,20704,MR ROBOT SOFT TOY,8,2010-12-15 14:35:00,1.95,14913,United Kingdom,15.6,2010,12,15
537128,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,5,2010-12-05 12:15:00,2.95,12841,United Kingdom,14.75,2010,12,5
562593,20659,ECONOMY LUGGAGE TAG,2,2011-08-07 15:43:00,1.25,16549,United Kingdom,2.5,2011,8,7
574070,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-02 14:52:00,2.08,16748,United Kingdom,20.8,2011,11,2
540350,21156,RETROSPOT CHILDRENS APRON,2,2011-01-06 14:14:00,1.95,18283,United Kingdom,3.9,2011,1,6
563169,21467,CHERRY CROCHET FOOD COVER,6,2011-08-12 12:42:00,3.75,14911,EIRE,22.5,2011,8,12
573264,23103,JINGLE BELL HEART DECORATION,6,2011-10-28 12:36:00,1.65,14415,United Kingdom,9.899999999999999,2011,10,28
573362,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-10-30 13:06:00,1.25,12597,Spain,15.0,2011,10,30
554013,23299,FOOD COVER WITH BEADS SET 2 ,6,2011-05-20 13:13:00,3.75,13308,United Kingdom,22.5,2011,5,20
567656,22982,PANTRY PASTRY BRUSH,1,2011-09-21 14:40:00,2.46,14096,United Kingdom,2.46,2011,9,21
